nombre,codigo_chilemat,codigo_interno,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel
VALVULA BOLA PVC COMPACTA 50MM,160010,CHM-160010,PEND-160010,2359.4,,,UNIDAD,UNIDAD,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
VALVULA BOLA PVC COMPACTA 1/2',160052,CHM-160052,PEND-160052,532.12,,,UNIDAD,UNIDAD,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
VALVULA BOLA PVC COMPACTA 3/4',160054,CHM-160054,PEND-160054,813.24,,,UNIDAD,UNIDAD,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
VALVULA BOLA PVC COMPACTA 1',160056,CHM-160056,PEND-160056,1335.32,,,UNIDAD,UNIDAD,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
LLAVE BOLA JARDIN ECO ZINC 1/2' X 3/4' - EDR,160537,CHM-160537,PEND-160537,1827.28,,,un,un,1.0,0,Aceros y Techumbre,Planchas,,,
LLAVE DE JARDIN LATON 1/2' X 3/4' - EDR,160544,CHM-160544,PEND-160544,2961.8,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
LLAVE DE JARDIN LATON 3/4' X 1' - EDR,160545,CHM-160545,PEND-160545,2620.44,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
LLAVE DE JARDIN LATON 1' X 1 1/4' - EDR,160546,CHM-160546,PEND-160546,4638.48,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"REFLECTOR LED IP65 CON SENSOR 10W, 6.500K, NEGRO",1605563,CHM-1605563,PEND-1605563,9437.6,,,Unidad,Unidad,1.0,0,General,Otros,,,
VALVULA FONDO 1' CON FILTRO INOX - EDR,160584,CHM-160584,PEND-160584,2389.52,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"REFLECTOR LED IP65, 100W, 2.700K, NEGRO",1605890,CHM-1605890,PEND-1605890,29618.0,,,Unidad,Unidad,1.0,0,General,Otros,,,
VALVULA RETEN VERT 1' ASTO LATON - EDR,160604,CHM-160604,PEND-160604,4016.0,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
CUBREJUNTA AL. PLATA 0.90 MT,160606100,CHM-160606100,PEND-160606100,3412.596,,,unidad,unidad,1.0,0,General,Otros,,,
"CUBREJUNTA DESNIVEL PLATA 0,9MT",160606510,CHM-160606510,PEND-160606510,3101.18532,,,unidad,unidad,1.0,0,General,Otros,,,
CUBREJUNTA 0.80 MTS BRONCEADA,160629600,CHM-160629600,PEND-160629600,4203.38656,,,unidad,unidad,1.0,0,General,Otros,,,
CUBREJUNTA 1 MTS BRONCEADA,160629710,CHM-160629710,PEND-160629710,4781.06808,,,unidad,unidad,1.0,0,General,Otros,,,
VALVULA RETEN HORZ LATON 1 1/2' - EDR CHAPALETA,160706,CHM-160706,PEND-160706,8624.36,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
GANCHO PERCHA DOB.BCDO 65. MM,160709040,CHM-160709040,PEND-160709040,2818.70992,,,unidad,unidad,1.0,0,General,Otros,,,
PERCHA DMC SIMPLE BRONCEADA TF-23003,16097502900610,CHM-16097502900610,PEND-16097502900610,431.72,,,unidad,unidad,1.0,0,General,Otros,,,
PERCHA DMC SIMPLE CROMADA TF-23004,16097502900615,CHM-16097502900615,PEND-16097502900615,431.72,,,unidad,unidad,1.0,0,General,Otros,,,
PERCHA DMC DOBLE LISA BRONCEADA TF-23001,16098502900692,CHM-16098502900692,PEND-16098502900692,779.104,,,unidad,unidad,1.0,0,General,Otros,,,
PERCHA DMC DOBLE LISA CROMADA TF-23002,16098502900693,CHM-16098502900693,PEND-16098502900693,779.104,,,unidad,unidad,1.0,0,General,Otros,,,
GUANTE NITRITEX VERDE J710 T/8 STD,16160311,CHM-16160311,PEND-16160311,1094.36,,,par,par,1.0,0,General,Otros,,,
GUANTE NITRI-POL  AZUL-NEGRO PROMAX T/8,16160340,CHM-16160340,PEND-16160340,391.56,,,par,par,1.0,0,General,Otros,,,
GUANTE NITRI-POL  AZUL-NEGRO PROMAX T/9,16160341,CHM-16160341,PEND-16160341,391.56,,,par,par,1.0,0,General,Otros,,,
GUANTE NITRI-POL  AZUL-NEGRO PROMAX T/10,16160342,CHM-16160342,PEND-16160342,391.56,,,un,un,1.0,0,General,Otros,,,
CARRETILLA DESARMABLE ROLLMIX 90 LTS. PACK 50 UNIDADES PALETIZADAS,1621454096002,CHM-1621454096002,PEND-1621454096002,45622.764,,,unidad,unidad,1.0,0,General,Otros,,,
JUNQUILLO 1/4 RODÓN,1622013-Concepción,CHM-1622013-CONCEPCIÓN,PEND-1622013-CONCEPCIÓN,549.188,1350.0,1350.0,un,un,1.0,0,General,Otros,,,
MSD TERMINACIÓN1X3X3200X360 (CONCEPCIÓN),1624241-Concepción,CHM-1624241-CONCEPCIÓN,PEND-1624241-CONCEPCIÓN,1617.444,,,un,un,1.0,0,General,Otros,,,
MSD TERMINACIÓN1X4X3200X264 (CONCEPCIÓN),1624242-Concepción,CHM-1624242-CONCEPCIÓN,PEND-1624242-CONCEPCIÓN,2157.596,,,un,un,1.0,0,General,Otros,,,
MSD TERMINACIÓN2X2X3200X300,1624244-Concepción,CHM-1624244-CONCEPCIÓN,PEND-1624244-CONCEPCIÓN,2122.456,,,un,un,1.0,0,General,Otros,,,
TAPAS 1X4X3200,1659395,CHM-1659395,PEND-1659395,843.36,,,un,un,1.0,0,General,Otros,,,
CEDRAL T04 ALERCE 190X3660X6 MM,166035,CHM-166035,PEND-166035,7587.9308,,,unidad,unidad,1.0,0,General,Otros,,,
DUROLAC BLANCO 3X2440X1520X100 (CONCEPCIÓN),1665104-Concepción,CHM-1665104-CONCEPCIÓN,PEND-1665104-CONCEPCIÓN,7768.952,,,un,un,1.0,0,General,Otros,,,
"10837 FUMIGADOR, 7LTS. (1.8 GAL.) TRUPER",17-37-040,CHM-17-37-040,PEND-17-37-040,12970.676,,,[pza],[pza],1.0,0,General,Otros,,,
"10836 FUMIGADOR, 5LTS. (1.3 GAL) TRUPER",17-37-042,CHM-17-37-042,PEND-17-37-042,10734.768,,,[pza],[pza],1.0,0,General,Otros,,,
ESMALTE AEROSOL BLANCO BRILLANTE (CERESITA),17015012,CHM-17015012,PEND-17015012,1797.16,,,aerosol,aerosol,1.0,0,Pinturas,Aplicacion,,,
AEROSOL ESMALTE ALUMINIO UN,17015612,CHM-17015612,PEND-17015612,2516.024,,,aerosol,aerosol,1.0,0,Pinturas,Aplicacion,,,
ESMALTE AEROSOL NEGRO BRILLANTE (CERESITA),17015712,CHM-17015712,PEND-17015712,2306.188,,,aerosol,aerosol,1.0,0,Pinturas,Aplicacion,,,
ESMALTE AEROSOL NEGRO OPACO (CERESITA),17015812,CHM-17015812,PEND-17015812,1797.16,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,
AEROSOL ESMALTE AZUL PACIFICO UN (CERESITA),17021012,CHM-17021012,PEND-17021012,2306.188,,,Aerosol,Aerosol,1.0,0,Pinturas,Aplicacion,,,
AEROSOL ESMALTE ROJO UN (CERESITA),17021612,CHM-17021612,PEND-17021612,2306.188,,,aerosol,aerosol,1.0,0,Pinturas,Aplicacion,,,
AEROSOL ESMALTE CAFE UN (CERESITA),17021812,CHM-17021812,PEND-17021812,2306.188,,,aerosol,aerosol,1.0,0,Pinturas,Aplicacion,,,
AEROSOL ANTIOXIDO ROJO (CERESITA),17022612,CHM-17022612,PEND-17022612,2578.272,,,aerosol,aerosol,1.0,0,General,Otros,,,
MANGUERA SIFLAT AZUL 1' - 6 BAR ROLLO 100M,170302,CHM-170302,PEND-170302,77508.8,,,rollo,rollo,1.0,0,General,Otros,,,
MANGUERA SIFLAT AZUL 1 1/2' - 6 BAR ROLLO 100M,170304,CHM-170304,PEND-170304,106424.0,,,rollo,rollo,1.0,0,General,Otros,,,
MANGUERA BAFLAT AZUL 2' - 4 BAR ROLLO 100M,170306,CHM-170306,PEND-170306,106524.4,,,ROLLO,ROLLO,1.0,0,General,Otros,,,
MANGUERA SIFLAT AZUL 2' - 6 BAR ROLLO 100M,170308,CHM-170308,PEND-170308,143572.0,,,rollo,rollo,1.0,0,General,Otros,,,
MANGUERA SIFLAT AZUL 3' - 4 BAR ROLLO 100M,170310,CHM-170310,PEND-170310,179716.0,,,rollo,rollo,1.0,0,General,Otros,,,
MANG PLANA 1' ALTA PRESION 10 BAR ROJA SIFLAT - ROLLO 100M,170350,CHM-170350,PEND-170350,111644.8,,,ROLLO,ROLLO,1.0,0,General,Otros,,,
MANG PLANA 3' ALTA PRESION 10 BAR ROJA SIFLAT - ROLLO 100M,170356,CHM-170356,PEND-170356,458928.4,,,ROLLO,ROLLO,1.0,0,General,Otros,,,
AEROSOL ALTA TEMP. NEGRO (485 ML),17050012,CHM-17050012,PEND-17050012,3334.284,,,aerosol,aerosol,1.0,0,General,Otros,,,
AEROSOL ALTAS T° ALUMINIO (CERESITA),17050112,CHM-17050112,PEND-17050112,4043.108,,,aerosol,aerosol,1.0,0,General,Otros,,,
JUEGO DE DUCHA EKO CROMO,171-90,CHM-171-90,PEND-171-90,4671.612,,,unidad,unidad,1.0,0,General,Otros,,,
SUPERSELLO FELPA TORN.CAFE BOLSA 20UN (1U) RE,1710100018150,CHM-1710100018150,PEND-1710100018150,54579.448,,,unidad,unidad,1.0,0,General,Otros,,,
SUPERSELLO DOBLE 90CM GRIS CAJA 20 UN(1UN) RET,1710100019850,CHM-1710100019850,PEND-1710100019850,63934.72,,,unidad,unidad,1.0,0,General,Otros,,,
ENCHUFE ACOPLADO MACHO 7 SAL. EUROPEO,171662,CHM-171662,PEND-171662,3577.252,,,unidad,unidad,1.0,0,Electricidad,Cables y Accesorios,,,
ENCHUFE ACOPLADO HEMBRA 7 SAL. EUROPEO,171785,CHM-171785,PEND-171785,3577.252,,,unidad,unidad,1.0,0,Electricidad,Cables y Accesorios,,,
AEROSOL ESMALTE CHOCOLATE UN (CERESITA),17188712,CHM-17188712,PEND-17188712,2306.188,,,aerosol,aerosol,1.0,0,Pinturas,Aplicacion,,,
GALVANIZADO EN FRIO AEROSOL (CERESITA),17205612,CHM-17205612,PEND-17205612,5035.06,,,aerosol,aerosol,1.0,0,General,Otros,,,
ESQUINERO 30X30X3000X20 (CONCEPCIÓN)MADERA,1730352-CONCEPCIÓN,CHM-1730352-CONCEPCIÓN,PEND-1730352-CONCEPCIÓN,1995.952,3150.0,3150.0,Un,Un,1.0,0,General,Otros,,,
LIQUIDO DE FRENOS DOT3 500ML-SP130,173880,CHM-173880,PEND-173880,3202.76,,,unidad,unidad,1.0,0,General,Otros,,,
MANGUERA ORION 1/2' VERDE - ROLLO 15 M,175302,CHM-175302,PEND-175302,7730.8,,,unidad,unidad,1.0,0,General,Otros,,,
MANGUERA ORION 1/2' VERDE - ROLLO 25 M,175304,CHM-175304,PEND-175304,12650.4,,,unidad,unidad,1.0,0,General,Otros,,,
MANGUERA ORION 1/2' VERDE - ROLLO 150 M,175308,CHM-175308,PEND-175308,60350.44,,,unidad,unidad,1.0,0,General,Otros,,,
MANGUERA ORION 3/4' VERDE - ROLLO 75 M,175312,CHM-175312,PEND-175312,61946.8,,,unidad,unidad,1.0,0,General,Otros,,,
TIERRA DE COLOR AZUL PRIMERA 1 KILO (25 UNIDADES),178-1,CHM-178-1,PEND-178-1,1716.84,,,kilo,kilo,1.0,0,General,Otros,,,
"RECT.40X20X2.0X6000 MM ( 10,08 KG)",1781-06000,CHM-1781-06000,PEND-1781-06000,18216.576,,,tira,tira,1.0,0,General,Otros,,,
SACO PAPERO BLANCO 60X90,18.42,CHM-1842,PEND-1842,218.872,,,unidad,unidad,1.0,0,General,Otros,,,
SACO PAPERO 47 X 71 ROJO PARA 25 KILOS,18.45,CHM-1845,PEND-1845,128.512,,,unidad,unidad,1.0,0,General,Otros,,,
SACO ESCOMBRO BLANCO 50X80 CM,18.F1,CHM-18F1,PEND-18F1,171.684,,,unidad,unidad,1.0,0,General,Otros,,,
LIJA METAL #80 IMPORTADA,180104,CHM-180104,PEND-180104,331.32,,,unidad,unidad,1.0,0,General,Otros,,,
PLATO DUCHA 70X70.,180700900-T,CHM-180700900-T,PEND-180700900-T,21399.256,,,unid.,unid.,1.0,0,General,Otros,,,
PLATO DUCHA 80X80.,180800900-T,CHM-180800900-T,PEND-180800900-T,23080.956,,,unid.,unid.,1.0,0,General,Otros,,,
TINA 100X70X36. ECO C/ANTIDESLIZANTE,181001200-T,CHM-181001200-T,PEND-181001200-T,51506.204,,,unid.,unid.,1.0,0,General,Otros,,,
BETONERA BAUMAX 130L,1811000390130,CHM-1811000390130,PEND-1811000390130,169515.36,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,
TINA 120X70X36. ECO C/ANTIDESLIZANTE,181201200-T,CHM-181201200-T,PEND-181201200-T,56096.492,,,unid.,unid.,1.0,0,General,Otros,,,
TINA 170X70X36 C/ANTIDESLIZANTE,181701400-T,CHM-181701400-T,PEND-181701400-T,72489.804,,,unid.,unid.,1.0,0,General,Otros,,,
"RECT.50X30X2.0X6000 MM ( 13,86 KG)",1818-06000,CHM-1818-06000,PEND-1818-06000,25047.792,,,tira,tira,1.0,0,General,Otros,,,
CAJA MILAN 10 LTS,183-350,CHM-183-350,PEND-183-350,1939.65772,,,unidad,unidad,1.0,0,General,Otros,,,
CONTENEDOR 10 LTS MULTITAPAS T/VAIVEN,183-366,CHM-183-366,PEND-183-366,2301.6097600000003,,,unidad,unidad,1.0,0,General,Otros,,,
PAPELERO VAIVEN 7 LTS PARED C/TAPA,183-404,CHM-183-404,PEND-183-404,1243.61464,,,unidad,unidad,1.0,0,General,Otros,,,
BALDE 11 LTS GRADUADO A/PLAST TRANSP,183-491,CHM-183-491,PEND-183-491,1317.86044,,,unidad,unidad,1.0,0,General,Otros,,,
PISO CUAD. NEGRO,183-507,CHM-183-507,PEND-183-507,2505.7832000000003,,,unidad,unidad,1.0,0,General,Otros,,,
BASURERO FRANKFURT 50 LTS,183-525,CHM-183-525,PEND-183-525,9679.74472,,,unidad,unidad,1.0,0,General,Otros,,,
BALDE 13 LTS C/MANILLA Y PORTA MOPA,183-575,CHM-183-575,PEND-183-575,2440.8143600000003,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,
"RECT.60X40X2.0X6000 MM ( 17,58 KG)",1836-06000,CHM-1836-06000,PEND-1836-06000,31770.576,,,tira,tira,1.0,0,General,Otros,,,
PAPELERO 60 LTS T/VAIVEN,184-305,CHM-184-305,PEND-184-305,6663.51788,,,unidad,unidad,1.0,0,General,Otros,,,
"RECT.80X40X2.0X6000 MM ( 21,36 KG)",1842-06000,CHM-1842-06000,PEND-1842-06000,38601.792,,,tira,tira,1.0,0,General,Otros,,,
RECT.100X50X2.0X6000 MM ( 27 KG),1850-06000,CHM-1850-06000,PEND-1850-06000,48794.4,,,tira,tira,1.0,0,General,Otros,,,
DESAGÜE PARA TINA CON SISTEMA REBALSE,185000001-T,CHM-185000001-T,PEND-185000001-T,2367.432,,,unid.,unid.,1.0,0,General,Otros,,,
SIFÓN PLÁSTICO PARA TINA,185000002-T,CHM-185000002-T,PEND-185000002-T,1110.424,,,unid.,unid.,1.0,0,General,Otros,,,
"RECT.150X50X2.0X6000 MM ( 36,42 KG)",1853-06000,CHM-1853-06000,PEND-1853-06000,65818.224,,,tira,tira,1.0,0,General,Otros,,,
GUANTE ALGODON PIGMENTADO NORMAL CRUDO,18990120,CHM-18990120,PEND-18990120,281.12,,,PAR,PAR,1.0,0,General,Otros,,,
GUANTE POLI-LATEX GRIS/NEGRO T/9 PROMAX,18990273,CHM-18990273,PEND-18990273,582.32,,,PAR,PAR,1.0,0,General,Otros,,,
GUANTE POLI-LATEX GRIS/NEGRO T/10 PROMAX,18990274,CHM-18990274,PEND-18990274,582.32,,,PAR,PAR,1.0,0,General,Otros,,,
GUANTE TECHNICAL ALTA DESTREZA HI-PERFOR T/M,18993269,CHM-18993269,PEND-18993269,481.92,,,par,par,1.0,0,Construccion,Materiales,,,
GUANTE TECHNICAL ALTA DESTREZA HI-PERFORMANCE,18993270,CHM-18993270,PEND-18993270,446.78,,,un,un,1.0,0,Construccion,Materiales,,,
"SET DESAGÜE PLÁST. 1.1/2"" BORDE CROM.C/SIFÓN Y TUBO REBALSE - DOBLE",190000012-T,CHM-190000012-T,PEND-190000012-T,5536.056,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
ACOPLE PARA CONECTAR SIFÓN A LAVAPLATOS DOBLES,190000054-T,CHM-190000054-T,PEND-190000054-T,1452.788,,,unid.,unid.,1.0,0,General,Otros,,,
"DESAGÜE 3.1/2""",190000060-T,CHM-190000060-T,PEND-190000060-T,1673.668,,,unid.,unid.,1.0,0,General,Otros,,,
FILTRO MALLA 3/4' Q:5 M3/H 130 MICRON - AZUD ( 17L1A220 ),190022,CHM-190022,PEND-190022,5732.84,,,un,un,1.0,0,General,Otros,,,
FILTRO MALLA 1' Q:5 M3/H 130 MICRON - AZUD ( 17L1B220 ),190025,CHM-190025,PEND-190025,5732.84,,,un,un,1.0,0,General,Otros,,,
AMARRA CARGA TOLSEN 62248,19016400286228,CHM-19016400286228,PEND-19016400286228,3851.846,,,unidad,unidad,1.0,0,General,Otros,,,
CUERDA ELASTICA TOLSEN 2 PZAS 600 MM 62242,19016400286242,CHM-19016400286242,PEND-19016400286242,1177.87272,,,unidad,unidad,1.0,0,General,Otros,,,
CUERDA ELASTICA TOLSEN 2 PZAS 900 MM 62243,19016400286243,CHM-19016400286243,PEND-19016400286243,1503.992,,,set,set,1.0,0,General,Otros,,,
AMARRA CARGA TOLSEN 62246,19016400286246,CHM-19016400286246,PEND-19016400286246,3418.62,,,set,set,1.0,0,General,Otros,,,
AMARRA CARGA TOLSEN 62252,19016400286252,CHM-19016400286252,PEND-19016400286252,10226.744,,,set,set,1.0,0,General,Otros,,,
AMARRA CARGA TOLSEN 62254,19016400286254,CHM-19016400286254,PEND-19016400286254,18818.976,,,set,set,1.0,0,General,Otros,,,
"LPLTO.SS 100X50 (ESP=0,5) C/DESAG. (B+S) SOBREP. ECO - P/MM., SEC.DER.",190502503-T,CHM-190502503-T,PEND-190502503-T,17225.628,,,unid.,unid.,1.0,0,General,Otros,,,
"LPLTO.SS 100X50 (ESP=0,5) C/DESAG. (B+S) SOBREP. ECO - P/MM., SEC.IZQ.",190502504-T,CHM-190502504-T,PEND-190502504-T,17225.628,,,unid.,unid.,1.0,0,General,Otros,,,
"LPLTO.SS 120X50 (ESP=0,5) C/DES. (2B+S) SOBREP. ECO - P/MMDO, SEC.DER.",191482503-T,CHM-191482503-T,PEND-191482503-T,23117.1,,,unid.,unid.,1.0,0,General,Otros,,,
"LPLTO.SS 120X50 (ESP=0,5) C/DES. (2B+S) SOBREP. ECO - P/MMDO, SEC.IZQ.",191482504-T,CHM-191482504-T,PEND-191482504-T,23117.1,,,unid.,unid.,1.0,0,General,Otros,,,
CARBOLINEO ADISOL,1920004,CHM-1920004,PEND-1920004,10029.96,,,balde,balde,1.0,0,General,Otros,,,
CARBOLINEO ADISOL,1920020,CHM-1920020,PEND-1920020,40149.96,,,tineta,tineta,1.0,0,General,Otros,,,
AMP W5W 24V 5W W2.1X9.5D CR STD CAJA,192230,CHM-192230,PEND-192230,157.628,,,unidad,unidad,1.0,0,General,Otros,,,
"CONTENEDOR PEQUEÑO 5"" - 1""X1"" - 8 BAR",193002,CHM-193002,PEND-193002,10592.2,,,unidad,unidad,1.0,0,General,Otros,,,
"CARTUCHO P MALLA 5"" - 80 MICRON - PEQUEÑO",193006,CHM-193006,PEND-193006,3172.64,,,unidad,unidad,1.0,0,General,Otros,,,
"CARTUCHO P HILO PP 5"" - 50 MICRON - PEQUEÑO",193008,CHM-193008,PEND-193008,1807.2,,,unidad,unidad,1.0,0,General,Otros,,,
"CONTENEDOR MEDIANO 10"" - 1""X1"" - 8 BAR",193020,CHM-193020,PEND-193020,13132.32,,,unidad,unidad,1.0,0,General,Otros,,,
"CARTUCHO M MALLA 10"" - 80 MICRON - MEDIANO",193024,CHM-193024,PEND-193024,7058.12,,,unidad,unidad,1.0,0,General,Otros,,,
"CARTUCHO M HILO PP 10"" - 50 MICRON - MEDIANO",193026,CHM-193026,PEND-193026,2821.24,,,unidad,unidad,1.0,0,General,Otros,,,
FUMIGADOR TIPO MOCHILA 16 L (FUM16) FOY,1960013,CHM-1960013,PEND-1960013,30290.68,,,uni,uni,1.0,0,General,Otros,,,
"LAVAPLATOS 80X44 (ESP=0,5) C/DESAG. (B+S) EMP. ECO - P/MMDO, SEC.IZQ.",198432514-T,CHM-198432514-T,PEND-198432514-T,15527.864,,,unid.,unid.,1.0,0,General,Otros,,,
"LAVAPLATOS 80X50 (ESP=0,5) C/DES. (B+S) SOBREP. ECO - P/COMB., SEC.DER.",198502501-T,CHM-198502501-T,PEND-198502501-T,11412.468,,,unid.,unid.,1.0,0,General,Otros,,,
"LPLTO.SS 80X50 (ESP=0,5) C/DES. (B+S) SOBREP. ECO - P/COMB., SEC.IZQ.",198502502-T,CHM-198502502-T,PEND-198502502-T,11412.468,,,unid.,unid.,1.0,0,General,Otros,,,
"LPTO SS 80X50 (ESP=0,5) C/DESAGÜE SOBREP.ECO - P/MM SEC.DER.",198502503-T,CHM-198502503-T,PEND-198502503-T,11412.468,,,unid.,unid.,1.0,0,General,Otros,,,
"LPTO SS 80X50 (ESP=0,5) C/DESAGÜE SOBREP. ECO - P/MM SEC.IZQ.",198502504-T,CHM-198502504-T,PEND-198502504-T,11412.468,,,unid.,unid.,1.0,0,General,Otros,,,
CERRAD.SOB/PONER 1995 ECON.NGRA. C/BAND.,199501,CHM-199501,PEND-199501,37017.48,,,unidad,unidad,1.0,0,General,Otros,,,
PUERTA TERCIADO BATIENTE PINO 60 X 2 MTS,1PLT3P456020LI0N000N,CHM-1PLT3P456020LI0N000N,PEND-1PLT3P456020LI0N000N,12132.336,,,unidad,unidad,1.0,0,General,Otros,,,
PUERTA TERCIADO BATIENTE PINO 70 X 2 MTS,1PLT3P457020LI0N000N,CHM-1PLT3P457020LI0N000N,PEND-1PLT3P457020LI0N000N,13163.444,,,unidad,unidad,1.0,0,General,Otros,,,
PUERTA TERCIADO BATIENTE PINO 75 X 2 MTS,1PLT3P457520LI0N000N,CHM-1PLT3P457520LI0N000N,PEND-1PLT3P457520LI0N000N,15171.444,,,unidad,unidad,1.0,0,General,Otros,,,
PUERTA TERCIADO BATIENTE PINO 80 X 2 MTS,1PLT3P458020LI0N000N,CHM-1PLT3P458020LI0N000N,PEND-1PLT3P458020LI0N000N,14781.892,,,unidad,unidad,1.0,0,General,Otros,,,
PUERTA TERCIADO BATIENTE PINO 90 X 2 MTS,1PLT3P459020LI0N000N,CHM-1PLT3P459020LI0N000N,PEND-1PLT3P459020LI0N000N,16915.392,,,unidad,unidad,1.0,0,General,Otros,,,
ESCOBILLA PLASTICA PARA ROPA UN,2-40-650,CHM-2-40-650,PEND-2-40-650,442.764,,,unidad,unidad,1.0,0,General,Otros,,,
REGULADOR PARA GAS,2000,CHM-2000,PEND-2000,6548.088,,,unidad,unidad,1.0,0,General,Otros,,,
PROYECTOR LED SOLAR 40W INTERLIGHT,20000040,CHM-20000040,PEND-20000040,20280.8,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,
PROYECTOR LED SOLAR 60W + PANEL INTERLIGHT LUZ FRIA,20000060,CHM-20000060,PEND-20000060,30923.2,,,unidad,unidad,1.0,0,General,Otros,,,
CONDENSADOR PERM DUCATI 10MFD 450V,200002,CHM-200002,PEND-200002,5144.496,,,unidad,unidad,1.0,0,General,Otros,,,
CONDENSADOR PERM DUCATI 16MFD 450V,200005,CHM-200005,PEND-200005,6740.6552,,,unidad,unidad,1.0,0,General,Otros,,,
ELECTRODO 7018-RH 3/32(CAJAS DE 25 KG),2000121,CHM-2000121,PEND-2000121,283476.388,,,caja,caja,1.0,0,General,Otros,,,
ELECTRODO 7018-RH 1/8(CAJAS DE 25 KG),2000122,CHM-2000122,PEND-2000122,112625.457,,,CAJA,CAJA,1.0,0,General,Otros,,,
ESCOBILLON MUNICIPAL C/MANGO 370MM X 90MM X 130MM,20003,CHM-20003,PEND-20003,3307.176,,,unidad,unidad,1.0,0,General,Otros,,,
"DESAGUE 1,1/4"" LAVATORIO CON REBALSE Y COLA",20006,CHM-20006,PEND-20006,1514.032,,,unidad,unidad,1.0,0,General,Otros,,,
ESMALTE SINTETICO PAJARITO BLANCO,20007101,CHM-20007101,PEND-20007101,18577.012,,,galon,galon,1.0,0,Pinturas,Aplicacion,,,
ESMALTE SINTETICO PAJARITO BLANCO,20007104,CHM-20007104,PEND-20007104,5764.968,,,1/4 galon,1/4 galon,1.0,0,Pinturas,Aplicacion,,,
ESM SINT PAJ BCO (SOQUINA),20007108,CHM-20007108,PEND-20007108,2890.516,,,1/8 galon,1/8 galon,1.0,0,General,Otros,,,
ESMALTE SINTETICO PAJARITO BLANCO 200CC,20007116,CHM-20007116,PEND-20007116,1525.076,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,
"VOLCANBOARD 1,20X2,40 M X 4 MM",2000719,CHM-2000719,PEND-2000719,8034.51,,,unidad,unidad,1.0,0,General,Otros,,,
"VOLCANBOARD 1,20X2,40 M X 5 MM",2000720,CHM-2000720,PEND-2000720,12246.792,,,unidad,unidad,1.0,0,General,Otros,,,
"VOLCANBOARD 1,20 X 2,40 X 6MM",2000721,CHM-2000721,PEND-2000721,17521.808,,,unidad,unidad,1.0,0,General,Otros,,,
"VOLCANBOARD BACKER VOLCÁN 1,20X2,40 M X 6 MM",2000747,CHM-2000747,PEND-2000747,15404.874,,,unidad,unidad,1.0,0,General,Otros,,,
"VOLCANBOARD RANURADO 1,20X2,40 M X 6 MM",2000748,CHM-2000748,PEND-2000748,18683.436,,,unidad,unidad,1.0,0,General,Otros,,,
"VOLCANBOARD SIDING NATIVA 0,19X3,66 M X 6 MM",2000752,CHM-2000752,PEND-2000752,5346.3,,,unidad,unidad,1.0,0,General,Otros,,,
ESM SINT PAJ AMA.REY (SOQUINA),20007601,CHM-20007601,PEND-20007601,18577.012,,,galon,galon,1.0,0,General,Otros,,,
ESM SINT PAJ AZUL PACIFICO (SOQUINA),20008101,CHM-20008101,PEND-20008101,18577.012,,,galon,galon,1.0,0,General,Otros,,,
ESM SINT PAJ AZUL ULTRAMAR (SOQUINA),20008201,CHM-20008201,PEND-20008201,18577.012,,,galon,galon,1.0,0,General,Otros,,,
ESM SINT PAJ CAFE MORO (SOQUINA),20008401,CHM-20008401,PEND-20008401,18577.012,,,galon,galon,1.0,0,General,Otros,,,
ESM SINT PAJ VERDE REJA (SOQUINA),20009201,CHM-20009201,PEND-20009201,18577.012,,,galon,galon,1.0,0,General,Otros,,,
ESM SINT PAJ VERDE TROPICAL (SOQUINA),20009401,CHM-20009401,PEND-20009401,18577.012,,,galon,galon,1.0,0,Construccion,Materiales,,,
ESMALTE SINTETICO PAJARITO NEGRO (SOQUINA),20009501,CHM-20009501,PEND-20009501,14544.948,,,galon,galon,1.0,0,Pinturas,Aplicacion,,,
ESM SINT PAJ NEGRO (SOQUINA),20009504,CHM-20009504,PEND-20009504,5764.968,,,litro,litro,1.0,0,General,Otros,,,
ESM SINT PAJ NEGRO (SOQUINA),20009508,CHM-20009508,PEND-20009508,2890.516,,,1/8 galon,1/8 galon,1.0,0,General,Otros,,,
