nombre,codigo_chilemat,codigo_interno,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel
CUBRE VOLANTE NEGRO,603904,CHM-603904,PEND-603904,3252.96,,,unidad,unidad,1.0,0,General,Otros,,,
CUBRE VOLANTE NEGRO C/FLORES,603911,CHM-603911,PEND-603911,10391.4,,,unidad,unidad,1.0,0,General,Otros,,,
COMPRESOR AIRE 12V 150PSI 120W CIL.30MM,604000,CHM-604000,PEND-604000,20069.96,,,unidad,unidad,1.0,0,General,Otros,,,
GANCHO AMARRA CARGA JGO METALICO CROMADO,604062,CHM-604062,PEND-604062,6099.3,,,unidad,unidad,1.0,0,General,Otros,,,
TESTER 6-12-24V BUSCA POLO,604086,CHM-604086,PEND-604086,1845.352,,,unidad,unidad,1.0,0,General,Otros,,,
ASIENTO FRESCO BOLITAS MADERA,604239,CHM-604239,PEND-604239,6924.588,,,unidad,unidad,1.0,0,General,Otros,,,
FUNDA ASIENTO 6PZAS IMITACION CUERO RO/GRIS,604307,CHM-604307,PEND-604307,23883.152,,,unidad,unidad,1.0,0,General,Otros,,,
FUNDA ASIENTO 6PZAS IMITACION CUERO NE/GRIS,604314,CHM-604314,PEND-604314,23458.46,,,unidad,unidad,1.0,0,General,Otros,,,
FUNDA ASIENTO 8PCS. NEGRO C/FLORES,604345,CHM-604345,PEND-604345,42730.24,,,unidad,unidad,1.0,0,General,Otros,,,
CORRUGADO 9MM ROLLO 3MTS,604987,CHM-604987,PEND-604987,732.92,,,unidad,unidad,1.0,0,General,Otros,,,
FAROL LAT. 10LED 12/24V AMBAR,605212,CHM-605212,PEND-605212,2035.108,,,unidad,unidad,1.0,0,General,Otros,,,
FAROL LAT. 10LED 12/24V ROJO,605243,CHM-605243,PEND-605243,2035.108,,,unidad,unidad,1.0,0,General,Otros,,,
TERMINAL HEMB 240X04/130X75 AMAR FDFN5.5-250,606332,CHM-606332,PEND-606332,228.912,,,unidad,unidad,1.0,0,General,Otros,,,
"SET 4X ESLINGA TENSOR 1"" X 3.5MT 500KG",606493,CHM-606493,PEND-606493,11679.532,,,unidad,unidad,1.0,0,General,Otros,,,
FAROL FAENA 9 LED 10-30V 27W CUADRADO,606943,CHM-606943,PEND-606943,6316.164,,,unidad,unidad,1.0,0,General,Otros,,,
FAROL FAENA 9LED 10-30V 27W REDONDO,606950,CHM-606950,PEND-606950,6316.164,,,unidad,unidad,1.0,0,General,Otros,,,
FAROL FAENA CUBO 6 LED 10-30V 18W 6000-6500K,606974,CHM-606974,PEND-606974,6919.568,,,unidad,unidad,1.0,0,General,Otros,,,
FARO FAENA 72W 24LED SPOT 9-30V 100X81X65,607056,CHM-607056,PEND-607056,6919.568,,,unidad,unidad,1.0,0,General,Otros,,,
AMPOLLETA H8 12V 35W PGJ19-1 CR STD CAJA,608008,CHM-608008,PEND-608008,1784.108,,,unidad,unidad,1.0,0,General,Otros,,,
SELLO ANTIFUGAS CON MANGUITO (ADAPTABLE TODO TIPO WC),60805,CHM-60805,PEND-60805,1387.528,,,unidad,unidad,1.0,0,General,Otros,,,
"AMPOLLETA W5W 12V 5W W2,1X9,5D CR STD CAJAX10",608084,CHM-608084,PEND-608084,170.68,,,unidad,unidad,1.0,0,General,Otros,,,
"TUBO FLEXIBLE ELONGABLE MULTIUSO 11/2"" Y/O 11/4"" Y/O 1"" ( 34 X 83 CM.)",60810,CHM-60810,PEND-60810,2932.684,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
AMPOLLETA W21W 12V 21W W3X16D CR STD CAJAX10,608206,CHM-608206,PEND-608206,414.652,,,unidad,unidad,1.0,0,General,Otros,,,
"COPLA PVC HI/HI 1 1/2""",60824,CHM-60824,PEND-60824,1233.916,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"CODO PVC HI 90º CEM 25 X 1/2""",60830,CHM-60830,PEND-60830,399.592,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
BUJE CORTO 50 X 32,60857,CHM-60857,PEND-60857,453.808,,,unidad,unidad,1.0,0,General,Otros,,,
AMP. C. VENTIL. LED H4 JGO 36W 3800ML BIVOL,608695,CHM-608695,PEND-608695,5332.244,,,unidad,unidad,1.0,0,General,Otros,,,
AMP. C. VENTIL. LED H7 JGO 36W 3800ML BIVOL,608701,CHM-608701,PEND-608701,3695.724,,,unidad,unidad,1.0,0,General,Otros,,,
AMP. LED H11 9-30V 28W 3800LM 6000K DOB T4,608725,CHM-608725,PEND-608725,9742.816,,,unidad,unidad,1.0,0,General,Otros,,,
AMP. LED H4 9-30V 28W 3800LM 6000K DOB T4,608749,CHM-608749,PEND-608749,12399.4,,,unidad,unidad,1.0,0,General,Otros,,,
AMP. LED H7 9-30V 28W 3800LM 6000K DOB T4,608756,CHM-608756,PEND-608756,9742.816,,,unidad,unidad,1.0,0,General,Otros,,,
VALVULA BOLA COMPACTA CEM 20 MM,60886,CHM-60886,PEND-60886,991.952,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
VALVULA BOLA COMPACTA CEM 32 MM,60888,CHM-60888,PEND-60888,1613.428,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"BOLA DE ENGANCHE 1 7/8""X1""X2""",609029,CHM-609029,PEND-609029,5032.048,,,unidad,unidad,1.0,0,General,Otros,,,
"ENGANCHE 4"" DROP 2"" RISE 8 1/4"" LENGTH",609135,CHM-609135,PEND-609135,8213.724,,,unidad,unidad,1.0,0,General,Otros,,,
FUSIBLE MINI MODERNO 20A 100 PCS,609562,CHM-609562,PEND-609562,103.412,,,unidad,unidad,1.0,0,General,Otros,,,
FUSIBLE MINI MODERNO 25A 100 PCS,609579,CHM-609579,PEND-609579,91.364,,,unidad,unidad,1.0,0,General,Otros,,,
"CODO PVC HI 90º CEM 32 X 1"" PN-10",60993,CHM-60993,PEND-60993,870.468,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
ESTANQUE WC AURA CON MECANISMO,60AU3001050,CHM-60AU3001050,PEND-60AU3001050,26006.94332,,,unidad,unidad,1.0,0,General,Otros,,,
CARTUCHO GAS BUTANO CON VALVULA SEGURIDAD 190GRS MARCA  YANES,610000585671,CHM-610000585671,PEND-610000585671,1203.796,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
ADAPTADOR WC EXCENTRICO RIGIDO SALIDA 110 MM,61017,CHM-61017,PEND-61017,3267.016,,,unidad,unidad,1.0,0,General,Otros,,,
GRAPADORA T/EXTRA FUERTE GRAP. 4 - 14 - SMART TOOLS,6101950,CHM-6101950,PEND-6101950,6030.024,,,un,un,1.0,0,General,Otros,,,
TIZADOR CAJA PLASTICA 15 MTS. C/TIZA,6101970,CHM-6101970,PEND-6101970,3384.484,,,un,un,1.0,0,General,Otros,,,
"ARCO SIERRA 12"" AJUSTABLE M/ABIERTO - SMART TOOLS",6102500,CHM-6102500,PEND-6102500,3257.98,,,un,un,1.0,0,Herramientas,Discos y Corte,,,
ADAPTADOR WC EXCENTRICO FLEXIBLE SALIDA 110 MM,61026,CHM-61026,PEND-61026,4716.792,,,unidad,unidad,1.0,0,General,Otros,,,
"BARRA DESMONTADORA DE 10"" - SMART TOOLS",6103620,CHM-6103620,PEND-6103620,5173.612,,,un,un,1.0,0,General,Otros,,,
"NIVEL DE ALUMINIO 40"" 3 AGUAS H. DUTY - SMART TOOLS",6104010,CHM-6104010,PEND-6104010,13806.004,,,un,un,1.0,0,General,Otros,,,
IMAN FLEXIBLE RECUPERADOR 58CM,6104517,CHM-6104517,PEND-6104517,4206.76,,,unidad,unidad,1.0,0,General,Otros,,,
COMPRESOR DE ANILLO DE PISTON DE 89-178MM,6104540,CHM-6104540,PEND-6104540,4634.464,,,unidad,unidad,1.0,0,General,Otros,,,
PALA PUNTA HUEVO MANGO METAL,6105880,CHM-6105880,PEND-6105880,4481.856,,,unidad,unidad,1.0,0,General,Otros,,,
CAPUCHON REDUCCION 50 X 40,61063,CHM-61063,PEND-61063,824.284,,,unidad,unidad,1.0,0,General,Otros,,,
CAPUCHON REDUCCION 40 X 32,61064,CHM-61064,PEND-61064,632.52,,,unidad,unidad,1.0,0,General,Otros,,,
HERRAMIENTA ABRE TAPA TARROS ADHESIVOS HOFFENS,61112,CHM-61112,PEND-61112,1981.896,,,caja,caja,1.0,0,General,Otros,,,
LIJA ISESA PAPEL KRAFT ESMERIL EN PLIEGO # 60-1 1/2,611407,CHM-611407,PEND-611407,148.592,,,pliego,pliego,1.0,0,Herramientas,Discos y Corte,,,
LIJA ISESA PAPEL KRAFT ESMERIL EN PLIEGO # 80-1,611408,CHM-611408,PEND-611408,79.316,,,pliego,pliego,1.0,0,Herramientas,Discos y Corte,,,
LIJA ISESA PAPEL KRAFT ESMERIL EN PLIEGO # 100-1/2,611409,CHM-611409,PEND-611409,79.316,,,pliego,pliego,1.0,0,Herramientas,Discos y Corte,,,
LIJA ISESA PAPEL KRAFT ESMERIL EN PLIEGO # 120-0,611410,CHM-611410,PEND-611410,79.316,,,pliego,pliego,1.0,0,Herramientas,Discos y Corte,,,
LIJA ISESA PAPEL KRAFT ESMERIL EN PLIEGO # 150-2/0,611411,CHM-611411,PEND-611411,148.592,,,pliego,pliego,1.0,0,Herramientas,Discos y Corte,,,
LIJA ISESA PAPEL KRAFT ESMERIL EN PLIEGO # 180-3/0,611412,CHM-611412,PEND-611412,148.592,,,pliego,pliego,1.0,0,Herramientas,Discos y Corte,,,
"PISTOLA PLASTICA AJUSTABLE (1 POSICION) BLISTER CON ADAP MANGUERA 1/2""",61202,CHM-61202,PEND-61202,887.536,,,unidad,unidad,1.0,0,General,Otros,,,
"UNION LLAVE HI 1/2 ""X 3/4"" PREMIUM GRANEL",61212,CHM-61212,PEND-61212,488.948,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"UNION LLAVE HI 3/4 ""X 1"" PREMIUM GRANEL",61213,CHM-61213,PEND-61213,614.448,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"CONECTOR RAPIDO CON STOP 1/2 "" PREMIUM GRANEL",61220,CHM-61220,PEND-61220,1048.176,,,unidad,unidad,1.0,0,General,Otros,,,
"CONECTOR RAPIDO CON STOP 3/4 "" PREMIUM+M11 GRANEL",61221,CHM-61221,PEND-61221,1040.144,,,unidad,unidad,1.0,0,General,Otros,,,
"REPARADOR MANGUERA 1/2 "" PREMIUM GRANEL",61224,CHM-61224,PEND-61224,741.956,,,unidad,unidad,1.0,0,General,Otros,,,
"REPARADOR MANGUERA 3/4 "" PREMIUM GRANEL",61225,CHM-61225,PEND-61225,1066.248,,,unidad,unidad,1.0,0,General,Otros,,,
PISTOLA PREMIUM PLASTICA AJUSTABLE 8 POSICIONES BLISTER,61231,CHM-61231,PEND-61231,3866.404,,,unidad,unidad,1.0,0,General,Otros,,,
"LLAVE JARDÍN 1/2"" MANILLA ROJA ZAMAK",61245,CHM-61245,PEND-61245,1204.8,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"LLAVE JARDÍN 3/4"" MANILLA ROJA ZAMAK",61246,CHM-61246,PEND-61246,1556.2,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"LLAVE JARDÍN 1"" MANILLA ROJA ZAMAK",61247,CHM-61247,PEND-61247,2459.8,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"APOYO 10X20X30 (15,8KG)  / (F. DE CARGA  25,68KG)",613090012,CHM-613090012,PEND-613090012,2817.70592,,,unidad,unidad,1.0,0,General,Otros,,,
"APOYO 10X35X40 ( 30,05 KG ) ( FACTOR DE CARGA 62,6 )",613090038,CHM-613090038,PEND-613090038,3868.412,,,Unidad,Unidad,1.0,0,General,Otros,,,
BATERIA FEMSACO 55530 55AH PD NORMAL,613262,CHM-613262,PEND-613262,31258.536,,,unidad,unidad,1.0,0,General,Otros,,,
"CUBIERTA 0,60X0,60 AR (24KG)  / (F. DE CARGA  25,92KG)",614000044,CHM-614000044,PEND-614000044,8971.744,,,unidad,unidad,1.0,0,General,Otros,,,
"MARCO 0,60X0,60 AR (FACTOR DE CARGA 65)",614000094,CHM-614000094,PEND-614000094,7782.004,,,unidad,unidad,1.0,0,General,Otros,,,
KIT TAPA Y MARCO 60X60,614000256,CHM-614000256,PEND-614000256,16011.792,,,unidad,unidad,1.0,0,General,Otros,,,
"CUBIERTA 0,60 REDONDA AR (24,00 KG ) ( FACTOR DE CARGA 49,44 )",614010057,CHM-614010057,PEND-614010057,10205.74032,,,Unidad,Unidad,1.0,0,General,Otros,,,
CUBRE VOLANTE NEGRO APLICACION AZUL HL9174 BKBL,614108,CHM-614108,PEND-614108,4439.688,,,unidad,unidad,1.0,0,General,Otros,,,
POTE SURTIDO AMARRAS PLASTICAS 1000 UNIDADES,614191,CHM-614191,PEND-614191,9207.684,,,unidad,unidad,1.0,0,General,Otros,,,
FAROL PATENTE 4LED BIVOLTAJE 89X37X23MM BASE GOMA MICA CRISTAL,614436,CHM-614436,PEND-614436,1883.504,,,unidad,unidad,1.0,0,General,Otros,,,
AMPOLLETA 3157 12V32 3CP CR,615686,CHM-615686,PEND-615686,419.672,,,unidad,unidad,1.0,0,General,Otros,,,
AMPOLLETA 3157 12V32 3CP AM,615709,CHM-615709,PEND-615709,934.724,,,unidad,unidad,1.0,0,General,Otros,,,
AMP T4W 12V 4W BA9S CR 1C STD CAJA,615837,CHM-615837,PEND-615837,181.724,,,unidad,unidad,1.0,0,General,Otros,,,
BATERIA FEMSACO 31T-700STD 100AH CENTRAL NORMAL,616256,CHM-616256,PEND-616256,131674.6,,,unidad,unidad,1.0,0,General,Otros,,,
BROCA HSS DIN338 3MM,617000300,CHM-617000300,PEND-617000300,311.24,,,unidad,unidad,1.0,0,General,Otros,,,
BROCA HSS DIN338 3.5MM,617000350,CHM-617000350,PEND-617000350,376.5,,,unidad,unidad,1.0,0,General,Otros,,,
BROCA HSS DIN338 4MM,617000400,CHM-617000400,PEND-617000400,441.76,,,unidad,unidad,1.0,0,General,Otros,,,
"BROCA HSS DIN338 4,5MM",617000450,CHM-617000450,PEND-617000450,567.26,,,unidad,unidad,1.0,0,General,Otros,,,
BROCA HSS DIN338 5MM,617000500,CHM-617000500,PEND-617000500,627.5,,,unidad,unidad,1.0,0,General,Otros,,,
"BROCA HSS DIN338 5,5MM",617000550,CHM-617000550,PEND-617000550,798.18,,,unidad,unidad,1.0,0,General,Otros,,,
BROCA HSS DIN338 7MM,617000700,CHM-617000700,PEND-617000700,1350.38,,,unidad,unidad,1.0,0,General,Otros,,,
"ESLINGA TENSOR CAMION 2"" X 9MT 3T",617963,CHM-617963,PEND-617963,9987.792,,,unidad,unidad,1.0,0,General,Otros,,,
BOCINA 12V 16W 480HZ UNIVERSAL 70MM,618280,CHM-618280,PEND-618280,2589.316,,,unidad,unidad,1.0,0,General,Otros,,,
BATERIA FEMSACO VALUELINE 55565 55AH PD NORMAL,618373,CHM-618373,PEND-618373,52950.96,,,unidad,unidad,1.0,0,General,Otros,,,
BATERIA FEMSACO 56830 70AH PI NORMAL,618403,CHM-618403,PEND-618403,106474.2,,,unidad,unidad,1.0,0,General,Otros,,,
360 SELLADOR ACRILICO GRIETAS Y TABIQUES BLANCO,62-5208-5230-2,CHM-62-5208-5230-2,PEND-62-5208-5230-2,828.3,,,UN,UN,1.0,0,General,Otros,,,
SILICONA 450 ACETICA ROJA ALTA TEMPERATURA,62-5209-5230-0,CHM-62-5209-5230-0,PEND-62-5209-5230-0,7370.364,,,un,un,1.0,0,General,Otros,,,
"550 SELLADOR POLIURETANO 600ML, GRIS",62-5267-3930-5,CHM-62-5267-3930-5,PEND-62-5267-3930-5,4864.38,,,un,un,1.0,0,General,Otros,,,
LIJA ISESA T/ESMER.TRADICIONAL EN PLIEGO # 50-2,620406,CHM-620406,PEND-620406,521.076,,,pliego,pliego,1.0,0,General,Otros,,,
LIJA ISESA T/ESMER.TRADICIONAL EN PLIEGO # 60-1 1/,620407,CHM-620407,PEND-620407,260.036,,,pliego,pliego,1.0,0,General,Otros,,,
LIJA ISESA T/ESMER.TRADICIONAL EN PLIEGO # 80-1,620408,CHM-620408,PEND-620408,521.076,,,pliego,pliego,1.0,0,General,Otros,,,
LIJA ISESA T/ESMER.TRADICIONAL EN PLIEGO # 100-1/2,620409,CHM-620409,PEND-620409,260.036,,,pliego,pliego,1.0,0,General,Otros,,,
LIJA ISESA T/ESMER.TRADICIONAL EN PLIEGO # 120-0,620410,CHM-620410,PEND-620410,260.036,,,unidad,unidad,1.0,0,General,Otros,,,
VALVULA DE DESCARGA ESTANQUE C/FLAPPEER Y CADENA,62385,CHM-62385,PEND-62385,3975.84,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"VALVULA DE ADMISION ESTANQUE WC 1/2"" -7/8""-15/16",62386,CHM-62386,PEND-62386,5875.408,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
KIT REPARACION ESTANQUE WC,62387,CHM-62387,PEND-62387,12482.732,,,unidad,unidad,1.0,0,General,Otros,,,
FLAPPER ESTANQUE WC C/CADENA METALICA,62388,CHM-62388,PEND-62388,984.924,,,unidad,unidad,1.0,0,General,Otros,,,
KIT LLAVE ANGULAR MAS FLEXIBLE (30 CMS.),62389,CHM-62389,PEND-62389,3979.856,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
VALVULA DE ADMISION ESTANQUE WC TRADICIONAL 15/16,62403,CHM-62403,PEND-62403,4042.104,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
SIFON PLATO DUCHA REJILLA INOX.SAL.40 MM,62445,CHM-62445,PEND-62445,4601.332,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"FLEXIBLE DUCHA DOBLE GRAPEADO 1,6 MTS.   (BOLSA)",62543,CHM-62543,PEND-62543,1954.788,,,unidad,unidad,1.0,0,General,Otros,,,
SOPORTE DUCHA ABS CROMADO MULTIPOSICIÓN,62545,CHM-62545,PEND-62545,968.86,,,unidad,unidad,1.0,0,General,Otros,,,
MANILLA PARA ESTANQUE FRONTAL BARRA DE BRONCE,62560,CHM-62560,PEND-62560,1760.012,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,
MANILLA PARA ESTANQUE FRONTAL BARRA PLASTICA,62561,CHM-62561,PEND-62561,1163.636,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,
BOTON LATERAL PARA DESCARGA CORRIENTE,62562,CHM-62562,PEND-62562,2023.06,,,unidad,unidad,1.0,0,General,Otros,,,
BOTON SUPERIOR PARA DESCARGA CORRIENTE,62563,CHM-62563,PEND-62563,1648.568,,,unidad,unidad,1.0,0,General,Otros,,,
"FLEXIBLE AGUA CALEFONT HI-HI 1/2"" 35 CM",62568,CHM-62568,PEND-62568,1702.784,,,unidad,unidad,1.0,0,Construccion,Materiales,,,
FLEXIBLE HE-HI 1/2 35 CM,62571,CHM-62571,PEND-62571,1014.04,,,unidad,unidad,1.0,0,General,Otros,,,
FLEXIBLE HE-HI 1/2 40 CM,62572,CHM-62572,PEND-62572,1063.236,,,unidad,unidad,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 25 CM,62574,CHM-62574,PEND-62574,966.852,,,unidad,unidad,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 30 CM,62575,CHM-62575,PEND-62575,1035.124,,,unidad,unidad,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 35 CM,62576,CHM-62576,PEND-62576,1071.268,,,unidad,unidad,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 40 CM,62577,CHM-62577,PEND-62577,1122.472,,,unidad,unidad,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 50 CM,62578,CHM-62578,PEND-62578,1222.872,,,unidad,unidad,1.0,0,General,Otros,,,
"FLEXIBLE HI-HI 1/2"" 60 CM",62579,CHM-62579,PEND-62579,1321.264,,,unidad,unidad,1.0,0,General,Otros,,,
"FLEXIBLE HI-HI 1/2"" 100 CM",62580,CHM-62580,PEND-62580,1844.348,,,unidad,unidad,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 X 15/16 25 CM,62593,CHM-62593,PEND-62593,1004.0,,,unidad,unidad,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 X 15/16 30 CM,62594,CHM-62594,PEND-62594,1041.148,,,unidad,unidad,1.0,0,General,Otros,,,
FLEXIBLE HI-HI 1/2 X 15/16 35 CM,62595,CHM-62595,PEND-62595,1082.312,,,unidad,unidad,1.0,0,General,Otros,,,
VALVULA BOLA COMPACTA GRIS AZUL  20 MM PN-16,62600,CHM-62600,PEND-62600,424.692,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
VALVULA BOLA COMPACTA GRIS AZUL  25 MM PN-16,62601,CHM-62601,PEND-62601,607.42,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"FLEXIBLE GAS HI-HI 1/2 X 1/2"" EN 60 CM",62615,CHM-62615,PEND-62615,6540.056,,,unidad,unidad,1.0,0,General,Otros,,,
"FLEXIBLE GAS HI-HI 1/2 X 1/2"" EN 100 CM",62616,CHM-62616,PEND-62616,3384.484,,,unidad,unidad,1.0,0,General,Otros,,,
"FLEXIBLE GAS HI-HI 1/2 X 3/8"" (HILO IZQUIERDO)EN 60 CM",62617,CHM-62617,PEND-62617,6263.956,,,unidad,unidad,1.0,0,General,Otros,,,
"FLEXIBLE GAS HI-HI 1/2 X 3/8"" (HILO IZQUIERDO)EN 100 CM",62618,CHM-62618,PEND-62618,3196.736,,,unidad,unidad,1.0,0,General,Otros,,,
"FLEXIBLE GAS HI-HI 1/2 X 1/2"" CON CURVA EN 60 CM",62619,CHM-62619,PEND-62619,6967.76,,,unidad,unidad,1.0,0,General,Otros,,,
KIT PERNOS DE ANCLAJE WC BOLSA,62620,CHM-62620,PEND-62620,720.872,,,caja,caja,1.0,0,Ferreteria,Fijaciones,,,
KIT COLLAR GOMA Y PERNOS WC BLISTER,62625,CHM-62625,PEND-62625,1805.192,,,caja,caja,1.0,0,Ferreteria,Fijaciones,,,
"LLAVE ANGULAR LAVADORA 1/2"" X 1/2""",62627,CHM-62627,PEND-62627,1606.4,,,caja,caja,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
"PISO FLOTANTE 8MM CASTAÑO (142,2) MT2",6268,CHM-6268,PEND-6268,6894.62864,,,M2,M2,1.0,0,General,Otros,,,
PLACA YESO ST  10MM 1200 X 2400 BR  C/BANDEROLE,627388,CHM-627388,PEND-627388,1593.348,,,M2,M2,1.0,0,Construccion,Materiales,,,
PLACA YESO ST 15 1200 2400 BR  C/BANDEROLE,627395,CHM-627395,PEND-627395,2381.4378,,,M2,M2,1.0,0,Construccion,Materiales,,,
CORTINA POLIESTER SCRIPT HANGLESS,629-07,CHM-629-07,PEND-629-07,7614.336,,,unidad,unidad,1.0,0,General,Otros,,,
CORTINA POLIESTER BUBBLES HANGLESS,629-15,CHM-629-15,PEND-629-15,7614.336,,,unidad,unidad,1.0,0,General,Otros,,,
CORTINA POLIESTER BIKE HANGLESS,629-97,CHM-629-97,PEND-629-97,7614.336,,,unidad,unidad,1.0,0,General,Otros,,,
CORTINA POLIESTER TAXI HANGLESS,629-98,CHM-629-98,PEND-629-98,7614.336,,,unidad,unidad,1.0,0,General,Otros,,,
"TEJA CONTINUA AYSEN PP 0,40X1157X3775 NEGRO RAL 9017 (M-9) STOCK",6310030,CHM-6310030,PEND-6310030,25034.74,,,Pl,Pl,1.0,0,General,Otros,,,
"TEJA CONTINUA AYSEN PP 0,40X1157X3775 TERRACOTA VA15 (M-9) STOCK",6310050,CHM-6310050,PEND-6310050,25034.74,,,pl,pl,1.0,0,General,Otros,,,
"TEJA CONTINUA AYSEN PRO PP 0,40X1157X3775 NEGRO RAL 9017 (M-9) STOCK",6310430,CHM-6310430,PEND-6310430,23955.44,,,pl,pl,1.0,0,General,Otros,,,
"TEJA CONTINUA AYSEN PRO PP 0,40X1157X3775 TERRACOTA VA15 (M-9) STOCK",6310450,CHM-6310450,PEND-6310450,23955.44,,,pl,pl,1.0,0,General,Otros,,,
GRAPAS (CAJA) 8 MM. DE 1.000 UNID. (VI - 0904 - 08) - VARIOS TAIWAN,6381430,CHM-6381430,PEND-6381430,1035.124,,,un,un,1.0,0,General,Otros,,,
"CHICHARRA []1/2"" MANGO DE GOMA (VI - 0360) - VARIOS TAIWAN",6382165,CHM-6382165,PEND-6382165,5309.152,,,un,un,1.0,0,General,Otros,,,
"DADO []1/2"" DE 34 MM. HEXAGONAL (54534) - FORCE/ACTION",6392318,CHM-6392318,PEND-6392318,4762.976,,,un,un,1.0,0,General,Otros,,,
"DADO []1/2"" DE 36 MM. HEXAGONAL (54536) - FORCE/ACTION",6392322,CHM-6392322,PEND-6392322,5813.16,,,un,un,1.0,0,General,Otros,,,
"DADO []1/2"" DE 10 MM. POLIGONAL (54910) - FORCE/ACTION",6392500,CHM-6392500,PEND-6392500,1014.04,,,un,un,1.0,0,General,Otros,,,
"DADO []1/2"" DE 13 MM. POLIGONAL (54913) - FORCE/ACTION",6392515,CHM-6392515,PEND-6392515,1014.04,,,un,un,1.0,0,General,Otros,,,
"DADO LARGO []1/2"" DE 10 MM. HEX. (5457710) - FORCE/ACTION",6392800,CHM-6392800,PEND-6392800,2476.868,,,un,un,1.0,0,General,Otros,,,
"DADO LARGO []1/2"" DE 12 MM. HEX. (5457712) - FORCE/ACTION",6392810,CHM-6392810,PEND-6392810,2437.712,,,un,un,1.0,0,General,Otros,,,
"DADO LARGO []1/2"" DE 14 MM. HEX. (5457714) - FORCE/ACTION",6392820,CHM-6392820,PEND-6392820,2398.556,,,un,un,1.0,0,General,Otros,,,
"BARROTE CORREDIZO []1/2"" (8034250) - FORCE/ACTION",6393445,CHM-6393445,PEND-6393445,2940.716,,,un,un,1.0,0,General,Otros,,,
LLAVE ALLEN 12.0 MM. CORTA (76412) - FORCE/ACTION,6397030,CHM-6397030,PEND-6397030,1678.688,,,un,un,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
LLAVE ALLEN 14.0 MM. CORTA (76414) - FORCE/ACTION,6397032,CHM-6397032,PEND-6397032,2251.972,,,un,un,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
LLAVE ALLEN 17.0 MM. CORTA (76417) - FORCE/ACTION,6397034,CHM-6397034,PEND-6397034,3950.74,,,un,un,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
CANALETA PH 25 BLANCA L 4 MTS.,64000,CHM-64000,PEND-64000,9193.628,,,unidad,unidad,1.0,0,General,Otros,,,
ESQUINERO CANALETA EXT/INT BLANCO PH25,64002,CHM-64002,PEND-64002,2226.872,,,unidad,unidad,1.0,0,General,Otros,,,
UNION CANALETA BLANCO PH25,64003,CHM-64003,PEND-64003,1019.06,,,unidad,unidad,1.0,0,General,Otros,,,
TAPA CANALETA DER/IZQ BLANCO PH25,64004,CHM-64004,PEND-64004,870.468,,,unidad,unidad,1.0,0,General,Otros,,,
GANCHO TRADICIONAL CANALETA BLANCO PH25,64005,CHM-64005,PEND-64005,950.788,,,unidad,unidad,1.0,0,General,Otros,,,
ABRAZADERA TUBO BAJADA 75 MM CANALETA BLANCO PH25,64008,CHM-64008,PEND-64008,602.4,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,
